NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
0.0,0.0,0.030303030303030304,0.09090909090909091,0.0,0.14285714285714285,0.007905138339920948,0.0,0.0,0.0,0.0,0.029411764705882353,1.0,0.06666666666666667,0.03125,0.1111111111111111,0.029411764705882353,0.0,1.0,0.0,0.01639344262295082,0.0,0.07239819004524888,0.00847457627118644,0.011560693641618497,0.028985507246376812,0.09868421052631579,0.02830188679245283,0.0017331022530329288,0.2857142857142857,0.04313871327631089,0.05397520058351568,0.0026776040860547906,0.090909091,0.0,0.027586206896551724,0.04532163742690058,0.05263157894736842,0.08516886930983847,0.4583333335,0.888888889,0.1038961038961039,0.2396222702281821,0.3300813007130924,0.3131868131868132,0.14729411764705883,0.021505376344086023,0.13446923537101454,0.1325181758096497,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.0,0.06060606060606061,0.18181818181818182,0.0,0.14285714285714285,0.003952569169960474,0.0,0.0,0.0,0.0,0.029411764705882353,0.5,0.06666666666666667,0.0,0.05555555555555555,0.029411764705882353,0.0,1.0,0.0,0.01639344262295082,0.0,0.07239819004524888,0.00847457627118644,0.011560693641618497,0.028985507246376812,0.09868421052631579,0.02830188679245283,0.0017331022530329288,0.2857142857142857,0.04313871327631089,0.05397520058351568,0.0026776040860547906,0.090909091,0.0,0.027586206896551724,0.04532163742690058,0.05263157894736842,0.08516886930983847,0.4583333335,0.888888889,0.1038961038961039,0.2396222702281821,0.3300813007130924,0.3131868131868132,0.14729411764705883,0.021505376344086023,0.13446923537101454,0.1325181758096497,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0625,0.0,0.030303030303030304,0.09090909090909091,0.0,0.14285714285714285,0.007905138339920948,0.0,0.0,0.027777777777777776,0.0,0.029411764705882353,0.5,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.031674208144796386,0.01694915254237288,0.011560693641618497,0.021739130434782608,0.05263157894736842,0.0,0.1143847487001733,0.5714285714285714,0.02324284120490889,0.03160709944079747,0.0009054325955734407,0.0,0.0,0.09655172413793103,0.0935672514619883,0.05263157894736842,0.024963289280469893,0.0,1.0,0.03339517625231911,0.12123745816559658,0.1989329267868131,0.03296703296703297,0.008941176470588235,0.0,0.0037001750382203704,0.007600793126239259,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.125,0.030303030303030304,0.09090909090909091,0.10526315789473684,0.14285714285714285,0.007905138339920948,0.0,0.0,0.0,0.0,0.014705882352941176,0.5,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.017857142857142856,0.00819672131147541,0.0,0.01809954751131222,0.00847457627118644,0.0,0.0,0.02631578947368421,0.0,0.0017331022530329288,0.2857142857142857,0.003718854592785422,0.004862630683199611,0.0,0.0,0.0,0.006896551724137931,0.005847953216374269,0.05263157894736842,0.005873715124816446,0.0,0.9,0.0074211502782931356,0.0,0.08841463412747248,0.15384615384615388,0.03152941176470588,0.021505376344086023,0.024682604745973016,0.03932584269662921,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.0,0.125,0.06060606060606061,0.18181818181818182,0.10526315789473684,0.14285714285714285,0.015810276679841896,0.0,0.0,0.05555555555555555,0.0,0.08823529411764706,0.6666666665000001,0.2,0.0625,0.1111111111111111,0.08823529411764705,0.0,1.0,0.0,0.01639344262295082,0.5909090909090909,0.03619909502262444,0.01694915254237288,0.04046242774566474,0.17391304347826086,0.046052631578947366,0.14622641509433962,0.9341421143847486,1.0,0.11621420602454444,0.14952589350838802,0.004798018882525925,0.0,0.0,0.09655172413793103,0.07309941520467836,0.05263157894736842,0.032305433186490456,0.5221774195000001,0.8333333334999999,0.03896103896103896,0.15087328131584904,0.26524390238241746,0.1153846153846154,0.024,0.010752688172043012,0.02226752043958966,0.020819563780568408,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.030303030303030304,0.09090909090909091,0.0,0.14285714285714285,0.011857707509881422,0.0,0.0,0.08333333333333333,0.0,0.07352941176470588,1.0,0.0,0.015625,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.031674208144796386,0.01694915254237288,0.0,0.043478260869565216,0.05263157894736842,0.009433962264150943,0.1733102253032929,0.5714285714285714,0.007623651915210115,0.011184050571359105,0.0007274415725119951,0.133333333,0.0,0.23448275862068965,0.2850877192982456,0.05263157894736842,0.011747430249632892,0.4285714285,1.0,0.016697588126159554,0.012123745816559658,0.09946646339340655,0.07692307692307693,0.03152941176470588,0.0,0.01533246183502094,0.02742894910773298,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.25,0.0,0.15151515151515152,0.36363636363636365,0.0,0.5714285714285714,0.19762845849802368,0.14583333333333331,0.0,0.4444444444444444,0.0,0.3676470588235294,0.777777778,0.7333333333333333,0.3125,0.33333333333333337,0.4117647058823529,0.0,0.7857142859999999,0.017857142857142856,0.0,0.2727272727272727,0.07692307692307693,0.00847457627118644,0.06358381502890173,0.2246376811594203,0.11842105263157894,0.0660377358490566,0.0017331022530329288,0.2857142857142857,0.07363332093715136,0.0974957451981522,0.016173966878192232,0.857142857,0.0,0.20689655172413793,0.11695906432748537,0.05263157894736842,0.06461086637298091,0.4516806725,1.0,0.08348794063079777,0.1454849497987159,0.2210365853186812,0.3021978021978022,0.057882352941176475,0.010752688172043012,0.04726031950014402,0.04196959682749504,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.06060606060606061,0.18181818181818182,0.0,0.14285714285714285,0.011857707509881422,0.0,0.0,0.08333333333333333,0.0,0.08823529411764706,0.5,0.13333333333333333,0.03125,0.05555555555555555,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.02262443438914027,0.00847457627118644,0.017341040462427744,0.028985507246376812,0.039473684210526314,0.0,0.010398613518197573,0.42857142857142855,0.007251766455931573,0.010697787503039144,0.00044110818758706085,0.0,0.0,0.08275862068965517,0.033625730994152045,0.05263157894736842,0.00881057268722467,0.0,1.0,0.012987012987012988,0.01616499445440954,0.10315040651152278,0.3021978021978022,0.057882352941176475,0.010752688172043012,0.04726031950014402,0.04196959682749504,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.030303030303030304,0.09090909090909091,0.0,0.14285714285714285,0.011857707509881422,0.0,0.0,0.08333333333333333,0.0,0.058823529411764705,0.5,0.0,0.015625,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.03619909502262444,0.01694915254237288,0.005780346820809248,0.050724637681159424,0.05921052631578947,0.0047169811320754715,0.1733102253032929,0.5714285714285714,0.012830048345109705,0.01799173352783856,0.0009750812567713977,0.0,0.0,0.23448275862068965,0.2880116959064328,0.05263157894736842,0.016152716593245225,0.5,1.0,0.022263450834879406,0.03232998881182908,0.11788617880715842,0.19780219780219782,0.08894117647058823,0.0,0.08849400660270756,0.07633840052875082,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.25,0.0,0.030303030303030304,0.09090909090909091,0.0,0.42857142857142855,0.08695652173913042,0.10416666666666667,0.0,0.1388888888888889,0.0,0.08823529411764706,0.5,0.06666666666666667,0.03125,0.05555555555555555,0.029411764705882353,0.0,1.0,0.0,0.0,0.0,0.01809954751131222,0.025423728813559324,0.0,0.021739130434782608,0.03289473684210526,0.0,0.07452339688041594,0.7142857142857142,0.01171439196727408,0.016532944322878676,0.0004720631481194862,0.0,0.0,0.07586206896551724,0.08625730994152046,0.05263157894736842,0.024963289280469893,0.0,1.0,0.03339517625231911,0.2521739129844409,0.31829268285890094,0.19780219780219782,0.08894117647058823,0.0,0.08849400660270756,0.07633840052875082,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.09090909090909091,0.18181818181818182,0.0,0.2857142857142857,0.043478260869565216,0.0625,0.0,0.08333333333333333,0.0,0.1323529411764706,0.75,0.06666666666666667,0.046875,0.16666666666666666,0.058823529411764705,0.0,0.5,0.0,0.06557377049180328,0.0,0.13122171945701358,0.11016949152542374,0.023121387283236993,0.07246376811594203,0.14473684210526316,0.03773584905660377,0.19410745233968804,0.5714285714285714,0.0695425808850874,0.07585703865791393,0.009394830521591084,0.057142857000000005,0.0,0.2206896551724138,0.3026315789473684,0.05263157894736842,0.08810572687224669,0.4719827585,0.840909091,0.09461966604823747,0.10022296538456321,0.20496119727942902,0.19780219780219782,0.08894117647058823,0.0,0.08849400660270756,0.07633840052875082,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.030303030303030304,0.09090909090909091,0.0,0.14285714285714285,0.015810276679841896,0.0,0.0,0.08333333333333333,0.0,0.07352941176470588,1.0,0.06666666666666667,0.03125,0.1111111111111111,0.029411764705882353,0.0,1.0,0.017857142857142856,0.2377049180327869,0.8181818181818182,0.5520361990950227,0.15254237288135594,0.2890173410404624,1.0,0.6184210526315789,0.5094339622641509,0.13518197573656845,0.42857142857142855,0.36333209371513575,0.40627279358132745,0.400874477635041,0.012612613,0.4223300970873786,1.0,0.8333333333333333,0.05263157894736842,0.3994126284875183,0.49605343049999995,0.702072539,0.43413729128014844,0.1182804469789979,0.22009600409327218,0.19780219780219782,0.08894117647058823,0.0,0.08849400660270756,0.07633840052875082,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.25,0.0625,0.030303030303030304,0.09090909090909091,0.05263157894736842,0.2857142857142857,0.01976284584980237,0.020833333333333332,0.0,0.16666666666666666,0.0,0.11764705882352941,1.0,0.0,0.015625,0.1111111111111111,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.02714932126696833,0.00847457627118644,0.0,0.0,0.046052631578947366,0.0047169811320754715,0.0017331022530329288,0.2857142857142857,0.007623651915210115,0.011184050571359105,0.00027085590465872155,1.0,0.0,0.020689655172413793,0.01608187134502924,0.05263157894736842,0.017621145374449337,0.0,1.0,0.02411873840445269,0.08313425701398194,0.16419860622410395,0.4175824175824176,0.08141176470588235,0.021505376344086023,0.07502271065517471,0.07402511566424322,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,1
0.1875,0.0,0.030303030303030304,0.09090909090909091,0.0,0.2857142857142857,0.039525691699604744,0.04166666666666667,0.0,0.16666666666666666,0.0,0.10294117647058823,0.5,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.017857142857142856,0.07377049180327869,0.36363636363636365,0.21266968325791855,0.00847457627118644,0.09826589595375722,0.18115942028985507,0.256578947368421,0.25471698113207547,0.9272097053726169,1.0,0.20695425808850873,0.2589350838803793,0.01541557034514781,0.054054054000000004,0.16504854368932037,0.1586206896551724,0.15058479532163743,0.05263157894736842,0.1674008810572687,0.4974389285,0.701388889,0.19480519480519481,0.1353818282525862,0.23803939954675987,0.26373626373626374,0.1783529411764706,0.03225806451612903,0.17789643941240332,0.14144084600132187,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.25,0.0,0.030303030303030304,0.09090909090909091,0.0,0.42857142857142855,0.08695652173913042,0.08333333333333333,0.0,0.16666666666666666,0.0,0.1323529411764706,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05737704918032787,0.0,0.4027149321266969,0.01694915254237288,0.0,0.007246376811594203,0.5460526315789473,0.08490566037735849,0.0017331022530329288,0.2857142857142857,0.5254741539605802,0.6416241186481887,0.00041789196718774183,0.042455535999999995,0.019417475728155338,0.006896551724137931,0.13157894736842107,0.10526315789473684,0.368575624082232,0.485955056,0.9225352115000001,0.4489795918367347,0.17458193975845904,0.2577872465273015,0.26373626373626374,0.1783529411764706,0.03225806451612903,0.17789643941240332,0.14144084600132187,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.25,0.0,0.030303030303030304,0.09090909090909091,0.0,0.42857142857142855,0.11462450592885375,0.12499999999999999,0.0,0.19444444444444442,0.0,0.1323529411764706,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05737704918032787,0.0,0.4027149321266969,0.01694915254237288,0.0,0.007246376811594203,0.5460526315789473,0.08490566037735849,0.0017331022530329288,0.2857142857142857,0.5254741539605802,0.6416241186481887,0.00041789196718774183,0.042455535999999995,0.019417475728155338,0.006896551724137931,0.13157894736842107,0.10526315789473684,0.368575624082232,0.485955056,0.9225352115000001,0.4489795918367347,0.17458193975845904,0.2577872465273015,0.26373626373626374,0.1783529411764706,0.03225806451612903,0.17789643941240332,0.14144084600132187,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.06060606060606061,0.18181818181818182,0.0,0.2857142857142857,0.075098814229249,0.04166666666666667,0.0,0.2777777777777778,0.0,0.17647058823529413,0.75,0.13333333333333333,0.03125,0.1111111111111111,0.058823529411764705,0.0,1.0,0.017857142857142856,0.0,0.09090909090909091,0.03619909502262444,0.00847457627118644,0.011560693641618497,0.07246376811594203,0.05921052631578947,0.009433962264150943,0.02772963604852686,0.42857142857142855,0.02882112309408702,0.03890104546559689,0.0026776040860547906,0.666666667,0.0,0.06896551724137931,0.05116959064327485,0.05263157894736842,0.033773861967694566,0.34375,1.0,0.04452690166975881,0.1616499442531254,0.2357723577027315,0.39560439560439564,0.17458823529411766,0.043010752688172046,0.10639664990140253,0.14077990746860541,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.030303030303030304,0.09090909090909091,0.0,0.0,0.011857707509881422,0.0,0.0,0.08333333333333333,0.0,0.014705882352941176,0.5,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.1639344262295082,0.045454545454545456,0.2805429864253394,0.0,0.0,0.0,0.28289473684210525,0.018867924528301886,0.0,0.0,0.035143175901822234,0.029418915633357644,0.0,0.0,0.019417475728155338,0.07586206896551724,0.09064327485380116,0.05263157894736842,0.09104258443465492,0.508064516,0.5,0.07977736549165121,0.0,0.08841463412747248,0.39560439560439564,0.17458823529411766,0.043010752688172046,0.10639664990140253,0.14077990746860541,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.030303030303030304,0.09090909090909091,0.0,0.5714285714285714,0.1067193675889328,0.0625,0.0,0.2222222222222222,0.0,0.14705882352941177,1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.017857142857142856,0.00819672131147541,0.0,0.03619909502262444,0.00847457627118644,0.017341040462427744,0.06521739130434782,0.05263157894736842,0.009433962264150943,0.02772963604852686,0.42857142857142855,0.02138341390851618,0.025042548018477995,0.0021668472372697724,0.4,0.0,0.06896551724137931,0.043859649122807015,0.05263157894736842,0.030837004405286344,0.375,0.9285714285,0.0352504638218924,0.14009661828158276,0.20998475605274713,0.39560439560439564,0.17458823529411766,0.043010752688172046,0.10639664990140253,0.14077990746860541,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.09090909090909091,0.18181818181818182,0.0,0.14285714285714285,0.011857707509881422,0.0,0.0,0.08333333333333333,0.0,0.08823529411764706,0.5,0.13333333333333333,0.03125,0.05555555555555555,0.08823529411764705,0.0,0.666666667,0.017857142857142856,0.0,0.0,0.03619909502262444,0.00847457627118644,0.028901734104046242,0.06521739130434782,0.05921052631578947,0.018867924528301886,0.031195840554592718,0.5714285714285714,0.013759761993306061,0.019207391198638464,0.0011762885002321623,0.166666667,0.0,0.08275862068965517,0.04239766081871345,0.05263157894736842,0.016152716593245225,0.46875,1.0,0.022263450834879406,0.03232998881182908,0.11788617880715842,0.39560439560439564,0.17458823529411766,0.043010752688172046,0.10639664990140253,0.14077990746860541,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0,0.030303030303030304,0.09090909090909091,0.0,0.42857142857142855,0.35177865612648224,0.08333333333333333,0.0,0.19444444444444442,0.0,0.25,0.95,0.2,0.09375,0.5555555555555556,0.08823529411764705,0.0,1.0,0.0,0.00819672131147541,0.2272727272727273,0.06334841628959277,0.01694915254237288,0.0,0.028985507246376812,0.09210526315789473,0.06132075471698113,0.9341421143847486,1.0,0.10598735589438453,0.1385849744711889,0.0007274415725119951,0.095238095,0.0048543689320388345,0.006896551724137931,0.029239766081871343,0.05263157894736842,0.05726872246696035,0.4862637365,0.9444444445,0.07235621521335807,0.1616499442531254,0.24629790938036325,0.08791208791208792,0.013176470588235293,0.0,0.04947599317572508,0.01024454725710509,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
0.1875,0.0625,0.030303030303030304,0.09090909090909091,0.05263157894736842,0.42857142857142855,0.075098814229249,0.0,0.0,0.08333333333333333,0.0,0.08823529411764706,1.0,0.06666666666666667,0.046875,0.2222222222222222,0.029411764705882353,0.0,1.0,0.017857142857142856,0.04918032786885246,0.045454545454545456,0.0407239819004525,0.00847457627118644,0.0,0.014492753623188406,0.02631578947368421,0.0330188679245283,0.0121317157712305,0.42857142857142855,0.016177017478616586,0.014587892049598834,0.0004101532270546355,0.222222222,0.0,0.013793103448275862,0.02631578947368421,0.05263157894736842,0.017621145374449337,0.4603174605,0.7,0.012987012987012988,0.02909698995974319,0.15472560972307683,0.08791208791208792,0.013176470588235293,0.0,0.04947599317572508,0.01024454725710509,0.3076923076923077,0.35100788781770376,0.2655172413793103,0.2861198575336809,0.3325771988877506,0.19318278569884795,0
